filename,cluster,title
2505.01877v3.txt,2,"Humans can learn to detect AI-generated texts, or at least learn when   they can't"
2505.02277v2.txt,4,"Epistemic Wrapping for Uncertainty Quantification"
2505.02743v1.txt,3,"Cooperative Bayesian and variance networks disentangle aleatoric and   epistemic uncertainties"
2505.02874v1.txt,4,"Uncertainty Quantification for Machine Learning in Healthcare: A Survey"
2505.03788v1.txt,2,"Calibrating Uncertainty Quantification of Multi-Modal LLMs using   Grounding"
2505.04046v2.txt,0,"Reliable Disentanglement Multi-view Learning Against View Adversarial   Attacks"
2505.04253v1.txt,2,"LLM-Independent Adaptive RAG: Let the Question Speak for Itself"
2505.04733v2.txt,4,"Conformal Prediction with Corrupted Labels: Uncertain Imputation and   Robust Re-weighting"
2505.04787v2.txt,6,"Replay to Remember (R2R): An Efficient Uncertainty-driven Unsupervised   Continual Learning Framework Using Generative Replay"
2505.04931v3.txt,0,"Fair Uncertainty Quantification for Depression Prediction"
2505.05163v2.txt,1,"Probabilistic Embeddings for Frozen Vision-Language Models: Uncertainty   Quantification with Gaussian Process Latent Variable Models"
2505.06459v2.txt,3,"Improved Uncertainty Quantification in Physics-Informed Neural Networks   Using Error Bounds and Solution Bundles"
2505.07309v1.txt,2,"Uncertainty Profiles for LLMs: Uncertainty Source Decomposition and   Adaptive Model-Metric Selection"
2505.07911v1.txt,1,"Combining Bayesian Inference and Reinforcement Learning for Agent   Decision Making: A Review"
2505.08200v1.txt,2,"A Head to Predict and a Head to Question: Pre-trained Uncertainty   Quantification Heads for Hallucination Detection in LLM Outputs"
2505.08784v1.txt,4,"PCS-UQ: Uncertainty Quantification via the   Predictability-Computability-Stability Framework"
2505.08940v1.txt,7,"NeurIPS 2024 Ariel Data Challenge: Characterisation of Exoplanetary   Atmospheres Using a Data-Centric Approach"
2505.11054v1.txt,1,"NeuralSurv: Deep Survival Analysis with Bayesian Uncertainty   Quantification"
2505.11190v1.txt,1,"JaxSGMC: Modular stochastic gradient MCMC in JAX"
2505.11325v1.txt,4,"Uncertainty Quantification for Prior-Data Fitted Networks using   Martingale Posteriors"
2505.11412v1.txt,3,"Uncertainty quantification with approximate variational learning for   wearable photoplethysmography prediction tasks"
2505.11669v2.txt,4,"OT Score: An OT based Confidence Score for Source Free Unsupervised   Domain Adaptation"
2505.11731v2.txt,2,"Efficient Uncertainty Estimation via Distillation of Bayesian Large   Language Models"
2505.11737v3.txt,2,"TokUR: Token-Level Uncertainty Estimation for Large Language Model   Reasoning"
2505.11804v1.txt,0,"Are vision language models robust to uncertain inputs?"
2505.12076v1.txt,1,"Integrative Analysis and Imputation of Multiple Data Streams via Deep   Gaussian Processes"
2505.12457v1.txt,6,"UFO-RL: Uncertainty-Focused Optimization for Efficient Reinforcement   Learning Data Selection"
2505.13273v1.txt,2,"Seeing the Unseen: How EMoE Unveils Bias in Text-to-Image Diffusion   Models"
2505.13501v1.txt,3,"SPIEDiff: robust learning of long-time macroscopic dynamics from   short-time particle simulations with quantified epistemic uncertainty"
2505.13585v2.txt,1,"Scalable Bayesian Monte Carlo: fast uncertainty estimation beyond deep   ensembles"
2505.13723v1.txt,1,"Turbocharging Gaussian Process Inference with Approximate   Sketch-and-Project"
2505.14113v2.txt,0,"CONSIGN: Conformal Segmentation Informed by Spatial Groupings via   Decomposition"
2505.14489v1.txt,2,"Reasoning Models Better Express Their Confidence"
2505.14803v2.txt,4,"SurvUnc: A Meta-Model Based Uncertainty Quantification Framework for   Survival Analysis"
2505.15240v1.txt,4,"Generalised Probabilistic Modelling and Improved Uncertainty Estimation   in Comparative LLM-as-a-judge"
2505.15429v1.txt,4,"Uncertainty Quantification in SVM prediction"
2505.15443v1.txt,2,"AdUE: Improving uncertainty estimation head for LoRA adapters in LLMs"
2505.15671v1.txt,3,"Enhancing Monte Carlo Dropout Performance for Uncertainty Quantification"
2505.15997v1.txt,0,"Domain Adaptive Skin Lesion Classification via Conformal Ensemble of   Vision Transformers"
2505.16690v3.txt,2,"Your Pre-trained LLM is Secretly an Unsupervised Confidence Calibrator"
2505.16877v1.txt,4,"Predicate-Conditional Conformalized Answer Sets for Knowledge Graph   Embeddings"
2505.16923v2.txt,0,"TULiP: Test-time Uncertainty Estimation via Linearization and Weight   Perturbation"
2505.17048v1.txt,2,"Words That Unite The World: A Unified Framework for Deciphering Central   Bank Communications Globally"
2505.17308v1.txt,3,"Repulsive Ensembles for Bayesian Inference in Physics-informed Neural   Networks"
2505.17351v1.txt,7,"FLEX: A Backbone for Diffusion-Based Modeling of Spatio-temporal   Physical Systems"
2505.17773v2.txt,2,"C-LoRA: Contextual Low-Rank Adaptation for Uncertainty Estimation in   Large Language Models"
2505.17856v1.txt,1,"Stochastic Weight Sharing for Bayesian Neural Networks"
2505.18280v1.txt,1,"Feature Preserving Shrinkage on Bayesian Neural Networks via the R2D2   Prior"
2505.18512v1.txt,2,"AcuRank: Uncertainty-Aware Adaptive Computation for Listwise Reranking"
2505.18526v1.txt,1,"Scalable Gaussian Processes with Low-Rank Deep Kernel Decomposition"
2505.18890v1.txt,4,"Conformal Prediction for Uncertainty Estimation in Drug-Target   Interaction Prediction"
2505.19033v1.txt,4,"Optimal Conformal Prediction under Epistemic Uncertainty"
2505.19136v1.txt,3,"Uncertainty Quantification for Physics-Informed Neural Networks with   Extended Fiducial Inference"
2505.19396v4.txt,0,"Uniform convergence of the smooth calibration error and its relationship   with functional gradient"
2505.19587v1.txt,4,"WQLCP: Weighted Adaptive Conformal Prediction for Robust Uncertainty   Quantification Under Distribution Shifts"
2505.19809v2.txt,1,"Equivariant Representation Learning for Symmetry-Aware Inference with   Guarantees"
2505.20235v2.txt,1,"Variational Deep Learning via Implicit Regularization"
2505.20691v1.txt,0,"Evidential Deep Active Learning for Semi-Supervised Classification"
2505.21119v2.txt,3,"Universal Value-Function Uncertainties"
2505.21133v1.txt,4,"Robust and Computation-Aware Gaussian Processes"
2505.22152v1.txt,5,"Uncertainty Estimation for Heterophilic Graphs Through the Lens of   Information Theory"
2505.22199v1.txt,1,"Enhancing Uncertainty Estimation and Interpretability via Bayesian   Non-negative Decision Layer"
2505.22538v1.txt,4,"Uncertainty Quantification with Proper Scoring Rules: Adjusting Measures   to Prediction Tasks"
2505.22655v1.txt,2,"Position: Uncertainty Quantification Needs Reassessment for   Large-language Model Agents"
2505.22803v1.txt,0,"CLUE: Neural Networks Calibration via Learning Uncertainty-Error   alignment"
2505.23223v1.txt,2,"Daunce: Data Attribution through Uncertainty Estimation"
2505.23399v1.txt,6,"GAM-Agent: Game-Theoretic and Uncertainty-Aware Collaboration for   Complex Visual Reasoning"
2505.23448v1.txt,0,"Network Inversion for Uncertainty-Aware Out-of-Distribution Detection"
2505.23506v1.txt,4,"Why Machine Learning Models Fail to Fully Capture Epistemic Uncertainty"
2505.23854v1.txt,2,"Revisiting Uncertainty Estimation and Calibration of Large Language   Models"
2506.00245v1.txt,2,"Beyond Semantic Entropy: Boosting LLM Uncertainty Quantification with   Pairwise Semantic Similarity"
2506.00582v2.txt,2,"Do Language Models Mirror Human Confidence? Exploring Psychological   Insights to Address Overconfidence in LLMs"
2506.00662v1.txt,4,"Uncertainty-Aware Genomic Classification of Alzheimer's Disease: A   Transformer-Based Ensemble Approach with Monte Carlo Dropout"
2506.00918v1.txt,3,"Principled Input-Output-Conditioned Post-Hoc Uncertainty Estimation for   Regression Networks"
2506.00936v1.txt,5,"Uncertainty-Aware Metabolic Stability Prediction with Dual-View   Contrastive Learning"
2506.01114v1.txt,2,"Reconsidering LLM Uncertainty Estimation Methods in the Wild"
2506.01116v1.txt,2,"ChemAU: Harness the Reasoning of LLMs in Chemical Research with Adaptive   Uncertainty Estimation"
2506.02337v1.txt,5,"Discovery of Probabilistic Dirichlet-to-Neumann Maps on Graphs"
2506.03037v1.txt,4,"On the Need to Align Intent and Implementation in Uncertainty   Quantification for Machine Learning"
2506.03158v1.txt,0,"DUAL: Dynamic Uncertainty-Aware Learning"
2506.03670v1.txt,3,"Position: There Is No Free Bayesian Uncertainty Quantification"
2506.03723v1.txt,2,"Verbalized Confidence Triggers Self-Verification: Emergent Behavior   Without Explicit Reasoning Supervision"
2506.04263v1.txt,0,"Dynamic Epsilon Scheduling: A Multi-Factor Adaptive Perturbation Budget   for Adversarial Training"
2506.04487v3.txt,6,"OrthoGrad Improves Neural Calibration"
2506.04646v2.txt,6,"ActivePusher: Active Learning and Planning with Residual Physics for   Nonprehensile Manipulation"
2506.05497v1.txt,4,"Conformal Prediction Beyond the Seen: A Missing Mass Perspective for   Uncertainty Quantification in Generative Models"
2506.05657v2.txt,3,"Emulating compact binary population synthesis simulations with   uncertainty quantification and model comparison using Bayesian normalizing   flows"
2506.05937v1.txt,0,"Quantifying Adversarial Uncertainty in Evidential Deep Learning using   Conflict Resolution"
2506.06048v1.txt,0,"TRUST: Test-time Resource Utilization for Superior Trustworthiness"
2506.06358v1.txt,7,"Towards real-time assessment of infrasound event detection capability   using deep learning-based transmission loss estimation"
2506.06907v2.txt,5,"Uncertainty Estimation on Graphs with Structure Informed Stochastic   Partial Differential Equations"
2506.07003v1.txt,3,"End-to-End Probabilistic Framework for Learning with Hard Constraints"
2506.07288v3.txt,5,"EVINET: Towards Open-World Graph Learning via Evidential Reasoning   Network"
2506.07448v1.txt,2,"Extending Epistemic Uncertainty Beyond Parameters Would Assist in   Designing Reliable LLMs"
2506.07804v1.txt,0,"Enhancing Adversarial Robustness with Conformal Prediction: A Framework   for Guaranteed Model Reliability"
2506.07918v1.txt,7,"CausalPFN: Amortized Causal Effect Estimation via In-Context Learning"
2506.08243v1.txt,2,"Temporalizing Confidence: Evaluation of Chain-of-Thought Reasoning with   Signal Temporal Logic"
2506.08325v1.txt,4,"Model-Free Kernel Conformal Depth Measures Algorithm for Uncertainty   Quantification in Regression Models in Separable Hilbert Spaces"
2506.08541v2.txt,6,"TrajFlow: Multi-modal Motion Prediction via Flow Matching"
2506.09270v1.txt,6,"Uncertainty Prioritized Experience Replay"
2506.09548v2.txt,6,"Tightly-Coupled LiDAR-IMU-Leg Odometry with Online Learned Leg   Kinematics Incorporating Foot Tactile Information"
2506.09648v1.txt,1,"Scaling Laws for Uncertainty in Deep Learning"
2506.10159v2.txt,1,"Probabilistic Variational Contrastive Learning"
2506.10636v1.txt,3,"Structure and asymptotic preserving deep neural surrogates for   uncertainty quantification in multiscale kinetic equations"
2506.11251v1.txt,4,"Measuring multi-calibration"
2506.11639v1.txt,1,"Recursive KalmanNet: Deep Learning-Augmented Kalman Filtering for State   Estimation with Consistent Uncertainty Quantification"
2506.12655v2.txt,4,"Beyond Sin-Squared Error: Linear-Time Entrywise Uncertainty   Quantification for Streaming PCA"
2506.13265v3.txt,0,"Open-Set LiDAR Panoptic Segmentation Guided by Uncertainty-Aware   Learning"
2506.13474v1.txt,6,"Language Agents for Hypothesis-driven Clinical Decision Making with   Reinforcement Learning"
2506.14923v2.txt,7,"Deep learning forecasts the spatiotemporal evolution of fluid-induced   microearthquakes"
2506.15705v2.txt,7,"Generalisation Bounds of Zero-Shot Economic Forecasting using Time   Series Foundation Models"
2506.15850v2.txt,0,"Uncertainty Estimation by Human Perception versus Neural Models"
2506.16052v1.txt,2,"A Hybrid DeBERTa and Gated Broad Learning System for Cyberbullying   Detection in English Text"
2506.16724v2.txt,2,"The Role of Model Confidence on Bias Effects in Measured Uncertainties   for Vision-Language Models"
2506.17419v1.txt,2,"UProp: Investigating the Uncertainty Propagation of LLMs in Multi-Step   Agentic Decision-Making"
2506.17564v1.txt,6,"Accelerating Residual Reinforcement Learning with Uncertainty Estimation"
2506.17672v1.txt,7,"Learning Personalized Utility Functions for Drivers in Ride-hailing   Systems Using Ensemble Hypernetworks"
2506.17728v3.txt,2,"KAG-Thinker: Interactive Thinking and Deep Reasoning in LLMs via   Knowledge-Augmented Generation"
2506.17872v2.txt,0,"Decoding Federated Learning: The FedNAM+ Conformal Revolution"
2506.18162v1.txt,0,"Pitfalls of Conformal Predictions for Medical Image Classification"
2506.18283v1.txt,3,"Quantifying Uncertainty in the Presence of Distribution Shifts"
2506.18559v1.txt,2,"T-CPDL: A Temporal Causal Probabilistic Description Logic for Developing   Logic-RAG Agent"
2506.19513v1.txt,2,"Visual hallucination detection in large vision-language models via   evidential conflict"
2506.19698v1.txt,4,"Toward Decision-Oriented Prognostics: An Integrated Estimate-Optimize   Framework for Predictive Maintenance"
2506.19895v1.txt,0,"A Framework for Uncertainty Quantification Based on Nearest Neighbors   Across Layers"
2506.20046v1.txt,5,"GNN's Uncertainty Quantification using Self-Distillation"
2506.21408v1.txt,1,"Scalable Bayesian Low-Rank Adaptation of Large Language Models via   Stochastic Variational Subspace Inference"
2506.21565v1.txt,2,"A Multi-Agent Probabilistic Inference Framework Inspired by   Kairanban-Style CoT System with IdoBata Conversation for Debiasing"
2506.21849v1.txt,2,"The Consistency Hypothesis in Uncertainty Quantification for Large   Language Models"
2506.22511v2.txt,7,"Lighting the Night with Generative Artificial Intelligence"
2506.22780v2.txt,7,"Multimodal Atmospheric Super-Resolution With Deep Generative Models"
2506.22809v2.txt,2,"Low-rank variational dropout: Uncertainty and rank selection in adapters"
2506.22819v1.txt,6,"Prompting without Panic: Attribute-aware, Zero-shot, Test-Time   Calibration"
2506.23298v3.txt,0,"Exposing and Mitigating Calibration Biases and Demographic Unfairness in   MLLM Few-Shot In-Context Learning for Medical Image Classification"
2507.00733v1.txt,4,"Aleatoric and Epistemic Uncertainty Measures for Ordinal Classification   through Binary Reduction"
2507.00866v1.txt,3,"Template-Fitting Meets Deep Learning: Redshift Estimation Using   Physics-Guided Neural Networks"
2507.02256v1.txt,6,"Uncertainty-aware Reward Design Process"
2507.03772v2.txt,2,"Skewed Score: A statistical framework to assess autograders"
2507.03923v2.txt,0,"Learning Disentangled Stain and Structural Representations for   Semi-Supervised Histopathology Segmentation"
2507.04175v1.txt,0,"Uncertainty Quantification in the Tsetlin Machine"
2507.05127v1.txt,1,"Kronecker-factored Approximate Curvature (KFAC) From Scratch"
2507.06196v1.txt,2,"UQLM: A Python Package for Uncertainty Quantification in Large Language   Models"
2507.06221v1.txt,2,"Aligned Textual Scoring Rules"
2507.06269v3.txt,3,"BayesSDF: Surface-Based Laplacian Uncertainty Estimation for 3D Geometry   with Neural Signed Distance Fields"
2507.07236v2.txt,2,"Simple Yet Effective: An Information-Theoretic Approach to Multi-LLM   Uncertainty Quantification"
2507.07370v1.txt,3,"Data-driven Kinematic Modeling in Soft Robots: System Identification and   Uncertainty Quantification"
2507.07511v2.txt,0,"Uncertainty Quantification for Motor Imagery BCI -- Machine Learning vs.   Deep Learning"
2507.07586v2.txt,1,"Your Absorbing Discrete Diffusion Secretly Models the Bayesian Posterior"
2507.07668v2.txt,3,"Learning Pole Structures of Hadronic States using Predictive Uncertainty   Estimation"
2507.08113v1.txt,3,"Uncertainty quantification of a multi-component Hall thruster model at   varying facility pressures"
2507.08905v1.txt,1,"Last Layer Hamiltonian Monte Carlo"
2507.09279v4.txt,6,"Prompt4Trust: A Reinforcement Learning Prompt Augmentation Framework for   Clinically-Aligned Confidence Calibration in Multimodal Large Language Models"
2507.10571v3.txt,6,"Agentic AI with Orchestrator-Agent Trust: A Modular Visual   Classification Framework with Trust-Aware Orchestration and RAG-Based   Reasoning"
2507.11385v1.txt,7,"Joint space-time wind field data extrapolation and uncertainty   quantification using nonparametric Bayesian dictionary learning"
2507.11535v2.txt,1,"Canonical Bayesian Linear System Identification"
2507.11574v1.txt,3,"Distribution-Free Uncertainty-Aware Virtual Sensing via Conformalized   Neural Operators"
2507.11768v1.txt,2,"LLMs are Bayesian, in Expectation, not in Realization"
2507.12358v1.txt,3,"Surrogate modeling for uncertainty quantification in nonlinear dynamics"
2507.12581v1.txt,4,"Cross-World Assumption and Refining Prediction Intervals for Individual   Treatment Effects"
2507.13376v1.txt,3,"Physics-guided impact localisation and force estimation in composite   plates with uncertainty quantification"
2507.13416v1.txt,3,"Single- to multi-fidelity history-dependent learning with uncertainty   quantification and disentanglement: application to data-driven constitutive   modeling"
2507.14649v1.txt,2,"Cleanse: Uncertainty Estimation Approach Using Clustering-based Semantic   Consistency in LLMs"
2507.14652v2.txt,3,"Accelerating Hamiltonian Monte Carlo for Bayesian Inference in Neural   Networks and Neural Operators"
2507.14760v1.txt,3,"QUTCC: Quantile Uncertainty Training and Conformal Calibration for   Imaging Inverse Problems"
2507.14782v1.txt,3,"Uncertainty Quantification for Machine Learning-Based Prediction: A   Polynomial Chaos Expansion Approach for Joint Model and Input Uncertainty   Propagation"
2507.14919v1.txt,3,"Old Rules in a New Game: Mapping Uncertainty Quantification to Quantum   Machine Learning"
2507.15079v1.txt,7,"Isotonic Quantile Regression Averaging for uncertainty quantification of   electricity price forecasts"
2507.15741v1.txt,4,"Conformal and kNN Predictive Uncertainty Quantification Algorithms in   Metric Spaces"
2507.15909v1.txt,4,"Bayesian implementation of Targeted Maximum Likelihood Estimation for   uncertainty quantification in causal effect estimation"
2507.16219v1.txt,7,"Bayesian Deep Learning for Convective Initiation Nowcasting Uncertainty   Estimation"
2507.16424v1.txt,6,"PromptAL: Sample-Aware Dynamic Soft Prompts for Few-Shot Active Learning"
2507.17019v1.txt,3,"BiLO: Bilevel Local Operator Learning for PDE Inverse Problems. Part II:   Efficient Uncertainty Quantification with Low-Rank Adaptation"
2507.17193v1.txt,3,"Spintronic Bayesian Hardware Driven by Stochastic Magnetic Domain Wall   Dynamics"
2507.17383v1.txt,6,"Confidence Calibration in Vision-Language-Action Models"
2507.18106v1.txt,3,"Distributional Uncertainty for Out-of-Distribution Detection"
2507.18366v1.txt,4,"Efficient Uncertainty in LLMs through Evidential Knowledge Distillation"
2507.19098v1.txt,0,"MedSymmFlow: Bridging Generative Modeling and Classification in Medical   Imaging through Symmetrical Flow Matching"
2507.19530v1.txt,4,"Clinical-Grade Blood Pressure Prediction in ICU Settings: An Ensemble   Framework with Uncertainty Quantification and Cross-Institutional Validation"
2507.20008v1.txt,7,"Robust Taxi Fare Prediction Under Noisy Conditions: A Comparative Study   of GAT, TimesNet, and XGBoost"
2507.20068v1.txt,6,"PERRY: Policy Evaluation with Confidence Intervals using Auxiliary Data"
2507.20272v1.txt,3,"Approximating Full Conformal Prediction for Neural Network Regression   with Gauss-Newton Influence"
2507.21067v1.txt,6,"SynLang and Symbiotic Epistemology: A Manifesto for Conscious Human-AI   Collaboration"
2507.21270v1.txt,3,"Generative imaging for radio interferometry with fast uncertainty   quantification"
2507.21423v1.txt,0,"MapDiffusion: Generative Diffusion for Vectorized Online HD Map   Construction and Uncertainty Estimation in Autonomous Driving"
2507.21670v2.txt,4,"Probabilistic Consistency in Machine Learning and Its Connection to   Uncertainty Quantification"
2507.21898v1.txt,4,"Cardiovascular Disease Prediction using Machine Learning: A Comparative   Analysis"
2507.22418v1.txt,0,"Aleatoric Uncertainty Medical Image Segmentation Estimation via Flow   Matching"
2507.22429v1.txt,4,"Comparing Normalizing Flows with Kernel Density Estimation in Estimating   Risk of Automated Driving Systems"
2507.22915v1.txt,2,"Theoretical Foundations and Mitigation of Hallucination in Large   Language Models"
2508.00264v1.txt,2,"Calibrated Language Models and How to Find Them with Label Smoothing"
2508.00643v1.txt,3,"Light-Weight Diffusion Multiplier and Uncertainty Quantification for   Fourier Neural Operators"
2508.00754v1.txt,3,"A Simple and Effective Method for Uncertainty Quantification and OOD   Detection"
2508.01217v1.txt,3,"Uncertainty Quantification for Large-Scale Deep Networks via Post-StoNet   Modeling"
2508.02566v1.txt,4,"Dynamic Feature Selection based on Rule-based Learning for Explainable   Classification with Uncertainty Quantification"
2508.03405v1.txt,3,"Model Accuracy and Data Heterogeneity Shape Uncertainty Quantification   in Machine Learning Interatomic Potentials"
2508.03827v1.txt,3,"Scalable Neural Network-based Blackbox Optimization"
2508.03896v1.txt,4,"Reliable Programmatic Weak Supervision with Confidence Intervals for   Label Probabilities"
2508.04379v3.txt,7,"VisionTS++: Cross-Modal Time Series Foundation Model with Continual   Pre-trained Vision Backbones"
2508.04457v1.txt,0,"Benchmarking Uncertainty and its Disentanglement in multi-label Chest   X-Ray Classification"
2508.04576v1.txt,2,"ConfProBench: A Confidence Evaluation Benchmark for MLLM-Based Process   Judges"
2508.04588v2.txt,3,"A Comprehensive Framework for Uncertainty Quantification of Voxel-wise   Supervised Models in IVIM MRI"
2508.04885v1.txt,7,"Uncertainty Quantification for Surface Ozone Emulators using Deep   Learning"
2508.04982v1.txt,7,"Supervised Machine Learning Methods with Uncertainty Quantification for   Exoplanet Atmospheric Retrievals from Transmission Spectroscopy"
2508.05454v1.txt,7,"EnergyPatchTST: Multi-scale Time Series Transformers with Uncertainty   Estimation for Energy Forecasting"
2508.05634v1.txt,6,"Towards Generalizable Safety in Crowd Navigation via Conformal   Uncertainty Handling"
2508.05659v2.txt,5,"Diagrams-to-Dynamics (D2D): Exploring Causal Loop Diagram Leverage   Points under Uncertainty"
2508.05660v1.txt,2,"Open-Source Agentic Hybrid RAG Framework for Scientific Literature   Review"
2508.05791v1.txt,5,"From Imperfect Signals to Trustworthy Structure: Confidence-Aware   Inference from Heterogeneous and Reliability-Varying Utility Data"
2508.06452v1.txt,2,"TRUST: Leveraging Text Robustness for Unsupervised Domain Adaptation"
2508.07065v1.txt,1,"Reconstruction of Solar EUV Irradiance Using CaII K Images and SOHO/SEM   Data with Bayesian Deep Learning and Uncertainty Quantification"
2508.07458v1.txt,0,"Towards Unveiling Predictive Uncertainty Vulnerabilities in the Context   of the Right to Be Forgotten"
2508.07556v2.txt,4,"Uncertainty-Driven Reliability: Selective Prediction and Trustworthy   Deployment in Modern Machine Learning"
2508.07648v1.txt,6,"Grasp-HGN: Grasping the Unexpected"
2508.08551v2.txt,5,"UQGNN: Uncertainty Quantification of Graph Neural Networks for   Multivariate Spatiotemporal Prediction"
2508.08992v1.txt,2,"Prospect Theory Fails for LLMs: Revealing Instability of Decision-Making   under Epistemic Uncertainty"
2508.09054v1.txt,7,"CVCM Track Circuits Pre-emptive Failure Diagnostics for Predictive   Maintenance Using Deep Neural Networks"
2508.09142v2.txt,5,"Bayesian-Driven Graph Reasoning for Active Radio Map Construction"
2508.09639v1.txt,4,"UbiQTree: Uncertainty Quantification in XAI with Tree Ensembles"
2508.10241v1.txt,4,"Extending the Entropic Potential of Events for Uncertainty   Quantification and Decision-Making in Artificial Intelligence"
2508.11025v1.txt,4,"Zono-Conformal Prediction: Zonotope-Based Uncertainty Quantification for   Regression and Classification Tasks"
2508.11258v1.txt,6,"Group Fairness Meets the Black Box: Enabling Fair Algorithms on Closed   LLMs via Post-Processing"
2508.11338v1.txt,3,"RegimeNAS: Regime-Aware Differentiable Architecture Search With   Theoretical Guarantees for Financial Trading"
2508.11460v1.txt,3,"Calibrated and uncertain? Evaluating uncertainty estimates in binary   classification models"
2508.12905v1.txt,3,"TCUQ: Single-Pass Uncertainty Quantification from Temporal Consistency   with Streaming Conformal Calibration for TinyML"
2508.12997v1.txt,0,"Fairness-Aware Multi-view Evidential Learning with Adaptive Prior"
2508.13021v2.txt,6,"PC-Sampler: Position-Aware Calibration of Decoding Bias in Masked   Diffusion Models"
2508.13121v1.txt,6,"Bayesian Optimization-based Search for Agent Control in Automated Game   Testing"
2508.13362v1.txt,7,"Adaptive Conformal Prediction Intervals Over Trajectory Ensembles"
2508.14022v1.txt,3,"BLIPs: Bayesian Learned Interatomic Potentials"
2508.14266v1.txt,0,"Effect of Data Augmentation on Conformal Prediction for Diabetic   Retinopathy"
2508.14496v2.txt,2,"Semantic Energy: Detecting LLM Hallucination Beyond Entropy"
2508.14544v2.txt,6,"Adaptively Robust LLM Inference Optimization under Prediction   Uncertainty"
2508.15019v1.txt,3,"Twin-Boot: Uncertainty-Aware Optimization via Online Two-Sample   Bootstrapping"
2508.15050v1.txt,2,"Don't Think Twice! Over-Reasoning Impairs Confidence Calibration"
2508.15119v1.txt,6,"Open-Universe Assistance Games"
2508.15577v1.txt,3,"LoUQAL: Low-fidelity informed Uncertainty Quantification for Active   Learning in the chemical configuration space"
2508.15872v1.txt,7,"Physics-Based Explainable AI for ECG Segmentation: A Lightweight Model"
2508.17097v1.txt,5,"Two Birds with One Stone: Enhancing Uncertainty Quantification and   Interpretability with Graph Functional Neural Process"
2508.17761v2.txt,4,"Evaluating the Quality of the Quantified Uncertainty for (Re)Calibration   of Data-Driven Regression Models"
2508.17815v1.txt,5,"Multi-domain Distribution Learning for De Novo Drug Design"
2508.18001v1.txt,4,"A Novel Framework for Uncertainty Quantification via Proper Scores for   Classification and Beyond"
2508.18630v1.txt,0,"Uncertainty Awareness on Unsupervised Domain Adaptation for Time Series   Data"
2508.18847v1.txt,2,"ConfTuner: Training Large Language Models to Express Their Confidence   Verbally"
2508.18903v1.txt,3,"Distance-informed Neural Processes"
2508.19841v1.txt,3,"Conditional Normalizing Flow Surrogate for Monte Carlo Prediction of   Radiative Properties in Nanoparticle-Embedded Layers"
2508.20812v1.txt,6,"Uncertainty Aware-Predictive Control Barrier Functions: Safer Human   Robot Interaction through Probabilistic Motion Forecasting"
2509.01319v2.txt,4,"Towards Trustworthy Vital Sign Forecasting: Leveraging Uncertainty for   Prediction Intervals"
2509.02279v1.txt,4,"Calibration through the Lens of Indistinguishability"
2509.02327v2.txt,2,"Variational Uncertainty Decomposition for In-Context Learning"
2509.03365v1.txt,4,"The distribution of calibrated likelihood functions on the   probability-likelihood Aitchison simplex"
2509.03551v1.txt,7,"Predicting Antimicrobial Resistance (AMR) in Campylobacter, a Foodborne   Pathogen, and Cost Burden Analysis Using Machine Learning"
2509.04363v1.txt,4,"When three experiments are better than two: Avoiding intractable   correlated aleatoric uncertainty by leveraging a novel bias--variance   tradeoff"
2509.04816v1.txt,0,"Extracting Uncertainty Estimates from Mixtures of Experts for Semantic   Segmentation"
2509.05186v2.txt,3,"Probabilistic operator learning: generative modeling and uncertainty   quantification for foundation models of differential equations"
2509.05360v1.txt,2,"Beyond ROUGE: N-Gram Subspace Features for LLM Hallucination Detection"
2509.05732v1.txt,1,"Simulation Priors for Data-Efficient Deep Learning"
2509.05826v1.txt,0,"Performance of Conformal Prediction in Capturing Aleatoric Uncertainty"
2509.05877v2.txt,4,"Uncertainty Quantification in Probabilistic Machine Learning Models:   Theory, Methods, and Insights"
2509.06902v1.txt,2,"Proof-Carrying Numbers (PCN): A Protocol for Trustworthy Numeric Answers   from LLMs via Claim Verification"
2509.07925v1.txt,2,"GENUINE: Graph Enhanced Multi-level Uncertainty Estimation for Large   Language Models"
2509.08846v1.txt,4,"Uncertainty Estimation using Variance-Gated Distributions"
2509.09408v2.txt,7,"Kriging prior Regression: A Case for Kriging-Based Spatial Features with   TabPFN in Soil Mapping"
2509.09737v1.txt,6,"World Modeling with Probabilistic Structure Integration"
2509.10048v1.txt,0,"Uncertainty-Aware Tabular Prediction: Evaluating VBLL-Enhanced TabPFN in   Safety-Critical Medical Data"
2509.10756v1.txt,3,"Parameter estimation with uncertainty quantification from continuous   measurement data using neural network ensembles"
2509.11728v1.txt,7,"Fast and Interpretable Machine Learning Modelling of Atmospheric   Molecular Clusters"
2509.12329v1.txt,7,"Uncertainty-Aware Hourly Air Temperature Mapping at 2 km Resolution via   Physics-Guided Deep Learning"
2509.12406v1.txt,3,"Bayesian Parametric Matrix Models: Principled Uncertainty Quantification   for Spectral Learning"
2509.12772v1.txt,0,"MEGAN: Mixture of Experts for Robust Uncertainty Estimation in Endoscopy   Videos"
2509.13262v2.txt,0,"Post-Hoc Split-Point Self-Consistency Verification for Efficient,   Unified Quantification of Aleatoric and Epistemic Uncertainty in Deep   Learning"
2509.13717v1.txt,3,"A Conformal Prediction Framework for Uncertainty Quantification in   Physics-Informed Neural Networks"
